sector,sl_no,project_name,agency,project_code,legacy_ocms_code,original_cost,commissioning_date,expenditure,report_month,source_file,completion_month,ministry,state,approval_date,start_date,actual_completion,target_doc,revised_doc,revised_cost,final_cost,actual_mi,orig_doc_mi,y_cost_overrun_pct,y_time_overrun_m
PETROLEUM,69,"CGD PROJECT AT ARARIA, PURNIA, KATIHAR AND KISHANGANJ DISTRICTS",INDIAN OIL CORPORATION LIMITED,,N16000421,988.0,12/2029,93.56,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,988.0,24360.0,,0.0,
PETROLEUM,70,"CGD PROJECT AT ARWAL, JEHANABAD, BHOJPUR AND BUXAR DISTRICTS",INDIAN OIL CORPORATION LIMITED,,N16000422,439.0,02/2028,221.42,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,439.0,24338.0,,0.0,
PETROLEUM,71,"CGD PROJECT AT LAKHISARAI, MUNGER AND BHAGALPUR DISTRICTS",INDIAN OIL CORPORATION LIMITED,,N16000424,347.0,02/2028,156.74,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,347.0,24338.0,,0.0,
PETROLEUM,72,"CGD PROJECT AT MUZAFFARPUR, VAISHALI, SARAN AND SAMASTIPUR DISTRICTS",INDIAN OIL CORPORATION LIMITED,,N16000425,2996.0,02/2028,572.3,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,2996.0,24338.0,,0.0,
PETROLEUM,73,"CGD PROJECT AT SHEIKHPURA, JAMUI AND DEOGHAR DISTRICTS",INDIAN OIL CORPORATION LIMITED,,N16000427,303.0,02/2028,195.24,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,303.0,24338.0,,0.0,
PETROLEUM,74,SETTING UP OF 10 MW ELECTROLYSER FOR PRODUCING GREEN HYDROGEN Central Sector Projects,GAS AUTHORITY OF INDIA LIMITED,,N16000501,231.0,11/2023,105.6,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,231.0,24287.0,,0.0,
POWER,75,CHATTI BARIATU COAL MINING PROJECT National Project,NATIONAL THERMAL POWER CORPORATION,,N18000369,1314.0,04/2024,1012.94,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,1314.0,24292.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,76,4 LANNING OF MUKKOLA JUNCTION TO KERALA/ TAMIL NADU BORDER FROM KM 26.500 TO KM 43.000 OF NH-47 IN T,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24000566,804.97,06/2018,723.59,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,804.97,24222.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,77,JUNAGADH BYPASS Central Sector Projects,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24000701,232.49,04/2021,345.49,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,232.49,24256.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,78,CONSTRUCTION OF TWO LANE WITH HARD SHOULDERS OF MERANGKONG-TAMLU-MON ROAD FROM EXISTING KM 41.065 TO,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24000764,272.89,10/2022,137.63,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,272.89,24274.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,79,DEVELOPMENT OF CHILODA GANDHINAGAR SARKHEJ OF NH 147 OLD NH 8C FROM KM 0/0 TO KM 44/042 IN THE STATE EPC(MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs)) - [N24000922],,,,867.97,11/2020,795.92,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,867.97,24251.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,80,CONSTRUCTION OF SIGNATURE BRIDGE BETWEEN DWARKA AND BEY DWARKA AND ITS APPROACHES IN THE STATE OF GU EPC(MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs)) - [N24000926],,,,962.43,09/2020,892.54,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,962.43,24249.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,81,BALANCE WORK FOR REHABILITATION AND UPGRADATION OF SATNA-BELA SECTION OF NH-75 FROM KM. 155.0 TO KM. (MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs)) - [N24001151],,,,392.33,03/2018,443.77,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,392.33,24219.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,82,UP GRADATION OF NEWLY DECLARED NH 341 TO TWO LANE WITH PAVED SHOULDER CONFIGURATION BETWEEN KM. 65.4 (MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs)) - [N24001197],,,,351.0,06/2021,220.88,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,351.0,24258.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,83,2 LANING OF KOHIMA - JESSAMI SECTION (PACKAGE IV) EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24001285,330.78,12/2021,204.26,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,330.78,24264.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,84,4-LANING OF DERGAON TOWN EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24001435,287.63,06/2022,405.95,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,287.63,24270.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,85,CONSTRUCTION OF 8LANE DIVIDED CARRIAGEWAY STARTING AT SOHNA GURUGRAM ROAD NE 4 NEAR ALIPUR VILLAGE A EPC,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001782,2312.26,09/2021,1361.51,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,2312.26,24261.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,86,4L OF DHROL-BHADRA-PATIYA SECTION FROM 0.000 TO KM 13.600 AND BHADRA PATIYA - PIPALIYA SECTION FROM HAM(Hybrid Annuity Mode),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001787,971.03,10/2023,627.86,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,971.03,24286.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,87,6L KORLAM-KANTAKAPALLE SECTION OF NH-130CD ROAD FROM KM 421.100 TO KM 445.100 (PKG-3) PPP BOT (Hybrid Annuity),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001839,772.7,02/2024,556.84,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,772.7,24290.0,,0.0,
DEPARTMENT OF HIGHER EDUCATION,88,CONSTRUCTION OF MEGA HOSTEL II FOR NIT CALICUT KERALA,CPWD OF HIGHER EDUCATION,,N28000075,165.23,10/2012,135.78,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,165.23,24154.0,,0.0,
,1,SRP OC-II EXPANSION PROJECT,SCCL,,N06000173,272.73,03/2018,269.65,2024-06,June.pdf,,,,,,,,,,272.73,24219.0,,0.0,
,2,"C/O OF 152 NOS TYPE-II,304 NOS,TYPE-III,76 NOS, TYPE-IV QTRS. FOR INCOME TAX DEPARTMENT AT CHENNAI",CPWD FOR FINANC,,N28000089,209.0,10/2019,205.72,2024-06,June.pdf,,,,,,,,,,209.0,24238.0,,0.0,
,3,CONSTRUCTION OF ATAL AKSHAY URJA BHAWAN CGO COMPLEX LODHI ROAD NEW DELHI,CPWD R ENERGY,,N28000118,271.9,11/2019,329.49,2024-06,June.pdf,,,,,,,,,,271.9,24239.0,,0.0,
,4,"DEVELOPMENT OF 4-LANING SECTION OF NH-31 FROM KM 551.36 (GHOSHPUKUR) TO KM 563.26 (BIHAR MORE, BAGDO",MoRTH,,N24000883,254.3,10/2020,197.33,2024-06,June.pdf,,,,,,,,,,254.3,24250.0,,0.0,
,5,CONSTRUCTION OF 4-LANE BYPASS TO VIJAYANAGARAM TOWN ON NH43 (NEW NH26) FROM 537/6 TO 552/0 (RAIPUR-V,MoRTH,,N24000933,429.43,11/2017,385.4,2024-06,June.pdf,,,,,,,,,,429.43,24215.0,,0.0,
,6,REHABILITATION AND UPGRADATION OF NH326A FROM KM 0/0 TO 41/979 (EXCLUDING KM 2/255 TO 3/372 AND KM 3,MoRTH,,N24000934,228.32,08/2018,176.26,2024-06,June.pdf,,,,,,,,,,228.32,24224.0,,0.0,
,7,REHABILITATION AND UPGRADATION OF NEW NH-544E FROM KM. 0.000 TO KM 56.803 OF KODIKONDA - MADAKASIRA,MoRTH,,N24000939,504.19,11/2018,516.39,2024-06,June.pdf,,,,,,,,,,504.19,24227.0,,0.0,
,8,REHABILITATION AND UPGRADATION OF DHINDI- DIGAMARRU SECTION FROM KM126/510 TO KM135/740 OF NH214(NH21,MoRTH,,N24000965,386.09,05/2016,266.29,2024-06,June.pdf,,,,,,,,,,386.09,24197.0,,0.0,
,9,REHABILITATION AND UPGRADATION OF LOSARI- MACHAVARAM SECTION FROM KM34/230 TO KM84/550 OF NH214(NH216,MoRTH,,N24000967,444.84,09/2016,423.36,2024-06,June.pdf,,,,,,,,,,444.84,24201.0,,0.0,
,10,REHABILITATION UPGRADATION OF NH214(NH216) FROM KM41.161 TO KM59.800(GURJANAPALLI TO POLEKURU SECT,MoRTH,,N24000966,348.95,08/2016,317.36,2024-06,June.pdf,,,,,,,,,,348.95,24200.0,,0.0,
,11,REHABILITATION AND UPGRADATION OF MACHILIPATNAM TO AVANIGADDA SECTION FROM KM84/550 - 124/200 OF NH2,MoRTH,,N24000968,376.25,08/2017,405.97,2024-06,June.pdf,,,,,,,,,,376.25,24212.0,,0.0,
,12,REHABILITAITON AND UPGRADATION OF REPALLE TO EEPPURPALEM SECTION FROM KM 128/927 TO KM 195/000 OF NH,MoRTH,,N24000970,576.48,01/2018,685.2,2024-06,June.pdf,,,,,,,,,,576.48,24217.0,,0.0,
,13,4-LANNING OF END OF PANDOH BYPASS TAKOLI IN H.P,NHAI,,N24000692,2485.93,06/2020,1421.76,2024-06,June.pdf,,,,,,,,,,2485.93,24246.0,,0.0,
,14,REHABILITATION AND UP GRADATION OF NH-544E FROM KM 56/803 TO KM 99/179 OF MADAKASIRA TO SIRA SECTION,MoRTH,,N24001384,207.79,03/2021,177.96,2024-06,June.pdf,,,,,,,,,,207.79,24255.0,,0.0,
,15,WIDENING AND STRENGTHENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 491/000 TO KM 525/200 OF RAIPUR,MoRTH,,N24001385,221.4,05/2021,171.44,2024-06,June.pdf,,,,,,,,,,221.4,24257.0,,0.0,
,16,"WIDENING AND STRENGTHENING FROM KM.15.000 TO KM, 58.600 (BHADEWARA -DRAMANDGANJ SECTION) OF NATIONAL",MoRTH,,N24001478,257.97,05/2024,132.48,2024-06,June.pdf,,,,,,,,,,257.97,24293.0,,0.0,
,17,4L OF KHEDAKHAJURIYA TO SUHAGADI FROM KM. 41.400 TO KM. 89.200 OF NH-148NG (PKG-II),NHAI,,N24001757,876.37,10/2024,370.28,2024-06,June.pdf,,,,,,,,,,876.37,24298.0,,0.0,
,18,FORMATION OF BYPASS ROAD TO KADIRI TOWN FROM ON NH42,MoRTH,,N24001930,220.66,09/2023,164.53,2024-06,June.pdf,,,,,,,,,,220.66,24285.0,,0.0,
Oil & Gas,1,HP Trijet Unit in Visakh Refinery,Hindustan Petroleum Corporation Limited,709761.0,,193.0,,0.43,2025-10,FlashReport_October_2025.pdf,,Ministry of Petroleum & Natural Gas,Andhra Pradesh,07/2024,07/2024,11/2025,07/2027,11/2025,193.0,193.0,24311.0,24331.0,0.0,-20.0
Oil & Gas,2,Bathinda Sangrur Pipeline,Ministry of Petroleum and Natural Gas,612998.0,,367.0,,355.93,2025-10,FlashReport_October_2025.pdf,,Ministry of Petroleum & Natural Gas,Punjab,11/2021,11/2021,10/2015,05/2024,10/2025,397.0,397.0,24190.0,24293.0,8.174386920980927,-103.0
Railways,3,Vijapur Ambliyasan Gauge Conversion,Western Railway (WR) - II,611938.0,,415.38,,701.04,2025-10,FlashReport_October_2025.pdf,,Ministry of Railways,Gujarat,05/2022,05/2022,10/2025,05/2026,10/2025,415.38,415.38,24310.0,24317.0,0.0,-7.0
Railways,4,Himmatnagar Khedbrahma Gauge Conversion,Western Railway (WR) - II,611939.0,,482.42,,894.4,2025-10,FlashReport_October_2025.pdf,,Ministry of Railways,Gujarat,06/2022,04/2017,08/2025,06/2001,08/2025,482.42,482.42,24308.0,24018.0,0.0,290.0
Railways,5,Domingarh-Gorakhpur-Gorakhpur Cantt.-Kusumhi - 3rd Railway Line Project,North Eastern Railway [NER],705566.0,,351.0,,499.64,2025-10,FlashReport_October_2025.pdf,,Ministry of Railways,Uttar Pradesh,11/2016,06/2018,09/2025,02/2025,09/2025,521.47,521.47,24309.0,24302.0,48.56695156695158,7.0
Railways,6,Bahraich - Nanpara - Nepalganj Road Gauge Conversion,North Eastern Railway [NER],705863.0,,950.0,,507.02,2025-10,FlashReport_October_2025.pdf,,Ministry of Railways,Uttar Pradesh,07/2020,04/2021,09/2025,07/2025,09/2025,550.0,550.0,24309.0,24307.0,-42.10526315789474,2.0
Aviation & Aviation Infrastructure,1,Lucknow Airport-Terminal 3- Phase 1 & Other Associated Works,Adani Airport Holdings Limited,701091.0,,3100.0,,3112.57,2025-11,FlashReport_November_2025.pdf,,Ministry of Civil Aviation,Uttar Pradesh,06/2018,09/2018,03/2024,03/2026,,,3100.0,24291.0,24315.0,0.0,-24.0
Coal,2,JAMPALI OC RCE [2.0 MTY],South Eastern Coalfields Limited [SECL],613795.0,,278.64,,210.07,2025-11,FlashReport_November_2025.pdf,,Ministry of Coal,Chhattisgarh,05/2020,05/2020,08/2024,03/2025,06/2025,,278.64,24296.0,24303.0,0.0,-7.0
Construction,3,"C/o 184 MS Flats for Hon'ble MPs at BKS Marg, New Delhi",Central Public Works Department [CPWD],617282.0,,646.53,,540.04,2025-11,FlashReport_November_2025.pdf,,Ministry of Housing & Urban Affairs,Delhi,01/2022,05/2022,09/2025,05/2025,09/2025,646.52,646.52,24309.0,24305.0,-0.0015467186364114434,4.0
Waste & Water,4,Dibrugarh Water Supply Infrastructure Project,Ministry of Housing & Urban Affairs,702682.0,,186.8,,186.8,2025-11,FlashReport_November_2025.pdf,,Ministry of Housing & Urban Affairs,Assam,02/2016,01/2020,12/2025,03/2023,01/2026,,186.8,24312.0,24279.0,0.0,33.0
Healthcare,5,"Construction of New OPD Block 200 Bed ward Basement + GF + 6 Floors at the location of old OPD block, at existing ESIC Hospital/ Medical college campus, Sanathnagar, Hyderabad",Employee's State Insurance Company [ESIC],612688.0,,211.13,,198.95,2025-11,FlashReport_November_2025.pdf,,Ministry of Labour and Employment,Telangana,11/2017,10/2021,06/2025,06/2024,06/2025,,211.13,24306.0,24294.0,0.0,12.0
Shipping,6,"Construction of new dry dock at exisitng Cochin Shipyard Limited premises at Perumanoor, Kochi 682 015",Cochin Shipyard,701564.0,,1799.0,,1558.39,2025-11,FlashReport_November_2025.pdf,,"Ministry of Ports, Shipping and Waterways",Kerala,04/2018,05/2018,03/2025,12/2022,03/2025,,1799.0,24303.0,24276.0,0.0,27.0
Transmission & Distribution,7,Western Region Expansion Scheme-XXV,Power Grid Corporation of India Limited [POWERGRID],611737.0,,385.84,,385.84,2025-11,FlashReport_November_2025.pdf,,Ministry of Power,Chhattisgarh,05/2022,05/2022,08/2023,10/2025,,,385.84,24284.0,24310.0,0.0,-26.0
Transmission & Distribution,8,Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan 8.1 GW under Phase II- Part- G1,Power Grid Corporation of India Limited [POWERGRID],608301.0,,359.47,,359.47,2025-11,FlashReport_November_2025.pdf,,Ministry of Power,Delhi,02/2022,02/2022,11/2025,09/2023,12/2025,,359.47,24311.0,24285.0,0.0,26.0
Transmission & Distribution,9,Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under Phase II- Part B,Power Grid Corporation of India Limited [POWERGRID],611656.0,,1167.55,,1167.0,2025-11,FlashReport_November_2025.pdf,,Ministry of Power,Gujarat,03/2023,03/2023,12/2025,03/2025,12/2025,1167.0,1167.0,24312.0,24303.0,-0.04710719027022008,9.0
Transmission & Distribution,10,Establishment of Khavda Pooling Station-2 KPS2 in Khavda RE Park KPS2 TRANSMISSION SYSTEM LIMITED,Power Grid Corporation of India Limited [POWERGRID],611660.0,,966.79,,966.79,2025-11,FlashReport_November_2025.pdf,,Ministry of Power,Gujarat,03/2023,03/2023,12/2025,12/2024,11/2025,,966.79,24312.0,24300.0,0.0,12.0
Transmission & Distribution,11,Transmission system for evacuation of Power from Pakaldul HEP in Chenab Valley HEPs - LTA System,Power Grid Corporation of India Limited [POWERGRID],608302.0,,318.12,,318.12,2025-11,FlashReport_November_2025.pdf,,Ministry of Power,Jammu and Kashmir,02/2022,02/2022,11/2025,04/2025,11/2025,,318.12,24311.0,24304.0,0.0,7.0
Transmission & Distribution,12,Transmission System Strengthening Scheme for evacuation of power from SEZ in Rajasthan 8.1 GW under Phase II Part G,Power Grid Corporation of India Limited [POWERGRID],608922.0,,1666.0,,2218.0,2025-11,FlashReport_November_2025.pdf,,Ministry of Power,"Multi-States (Delhi, Haryana, Rajasthan)",05/2022,05/2022,11/2023,12/2025,,2218.0,2218.0,24287.0,24312.0,33.13325330132053,-25.0
Transmission & Distribution,13,Transmission System for Strengthening of Srinagar-Leh Tr. System,Power Grid Corporation of India Limited [POWERGRID],606781.0,,288.71,,288.71,2025-11,FlashReport_November_2025.pdf,,Ministry of Power,"Multi-States (Jammu and Kashmir, Ladakh)",03/2022,03/2022,11/2025,12/2024,11/2025,,288.71,24311.0,24300.0,0.0,11.0
Education,1,"Additional Infrastructure at IISc Bangalore-RCC Monolithic for Men Hostel S14, Women Hostel S11 , Postdoctoral Hostel S12 2 Block , International Hostel S 12 , D&E Block S 12 2 Block FR.",IISC Bangalore,610940.0,,420.41,,367.92,2025-12,FlashReport_December_2025.pdf,,Department of Higher Education,Karnataka,08/2021,08/2021,12/2025,03/2024,12/2025,420.41,420.41,24312.0,24291.0,0.0,21.0
Education,2,Hostel 4 -Earlier Known as Hostel 20,"Indian Institute of Technology, Bombay",612135.0,,182.33,,178.17,2025-12,FlashReport_December_2025.pdf,,Department of Higher Education,Maharashtra,09/2022,12/2023,12/2025,09/2025,12/2025,,182.33,24312.0,24309.0,0.0,3.0
Telecommunication,3,OPTICAL TRANSPORT NETWORK [OTN] PH-4 IN BSNL,BSNL,709858.0,,810.99,,786.86,2025-12,FlashReport_December_2025.pdf,,Department of Telecommunications,PAN India,02/2024,02/2024,10/2025,08/2025,10/2025,,810.99,24310.0,24308.0,0.0,2.0
Aviation & Aviation Infrastructure,4,"Construction of New Terminal Building, Second Link Taxi Track, Apron Expansion, and associated works at Prayagraj Airport- On Design & Build Basis.",Airport Authority of India [AAI],612063.0,,219.18,,215.51,2025-12,FlashReport_December_2025.pdf,,Ministry of Civil Aviation,Uttar Pradesh,08/2023,,10/2025,11/2024,10/2025,274.38,274.38,24310.0,24299.0,25.184779633178206,11.0
Coal,5,CHHAL OC SEAM III [6 MTY],South Eastern Coalfields Limited [SECL],400145.0,,610.63,,583.26,2025-12,FlashReport_December_2025.pdf,,Ministry of Coal,Chhattisgarh,12/2013,12/2013,12/2025,03/2022,01/2026,,610.63,24312.0,24267.0,0.0,45.0
Waste & Water,6,Nagpur Water Supply Infrastructure Project,Ministry of Housing & Urban Affairs,702842.0,,273.78,,267.57,2025-12,FlashReport_December_2025.pdf,,Ministry of Housing & Urban Affairs,Maharashtra,12/2015,08/2018,01/2026,03/2023,01/2026,271.86,271.86,24313.0,24279.0,-0.7012930089853018,34.0
Healthcare,7,Construction of 100 bedded ESIC Hospital & 32 nos. of Staff qtrs at OMPURA J&K.,Employee's State Insurance Company [ESIC],612239.0,,131.05,,162.05,2025-12,FlashReport_December_2025.pdf,,Ministry of Labour and Employment,Jammu and Kashmir,09/2019,12/2021,12/2025,09/2024,12/2025,164.93,164.93,24312.0,24297.0,25.85272796642502,15.0
Oil & Gas,8,Debottlenecking and Augmentation of Cryogenic facilities at Uran LPG Import Terminal,"Department of Water Resources, River Development & GR",400158.0,,1164.69,,1048.74,2025-12,FlashReport_December_2025.pdf,,Ministry of Petroleum & Natural Gas,Maharashtra,04/2021,04/2021,12/2025,02/2024,12/2025,1629.86,1629.86,24312.0,24290.0,39.93938301178853,22.0
Oil & Gas,9,Construction of lube oil blending plant at Rasayani,Ministry of Petroleum & Natural Gas,610985.0,,423.39,,333.48,2025-12,FlashReport_December_2025.pdf,,Ministry of Petroleum & Natural Gas,Maharashtra,05/2022,05/2022,12/2025,12/2023,12/2025,526.26,526.26,24312.0,24288.0,24.296747679444486,24.0
Electricity Generation,10,BIKANER SOLAR POWER PROJECT,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,709748.0,,5491.89,,5523.11,2025-12,FlashReport_December_2025.pdf,,Ministry of Power,Rajasthan,10/2021,05/2022,12/2025,04/2024,12/2025,,5491.89,24312.0,24292.0,0.0,20.0
Electricity Generation,11,Khurja super Thermal Power Plant [2X660 MW],THDC India Limited,602194.0,,11089.42,,12888.23,2025-12,FlashReport_December_2025.pdf,,Ministry of Power,Uttar Pradesh,03/2019,08/2019,09/2025,02/2024,09/2025,13276.2,13276.2,24309.0,24290.0,19.719516439994162,19.0
Transmission & Distribution,12,Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan[8.1 GW] under phase-II- Part E,Power Grid Corporation of India Limited [POWERGRID],611659.0,,1433.28,,1433.0,2025-12,FlashReport_December_2025.pdf,,Ministry of Power,Rajasthan,03/2023,03/2023,01/2026,09/2024,01/2026,1433.0,1433.0,24313.0,24297.0,-0.01953561062737028,16.0
Railways,13,Adraj Moti Vijapur 40 Kms,Western Railway (WR) - II,611937.0,,417.53,,513.61,2025-12,FlashReport_December_2025.pdf,,Ministry of Railways,Gujarat,05/2022,05/2022,12/2025,05/2026,12/2025,417.53,417.53,24312.0,24317.0,0.0,-5.0
Railways,14,Western Region Video Surveillance Project,RCIL,705300.0,,227.59,,0.0,2025-12,FlashReport_December_2025.pdf,,Ministry of Railways,PAN India,06/2020,04/2023,01/2026,12/2023,07/2026,,227.59,24313.0,24288.0,0.0,25.0
Railways,15,"Phephna-Indara, Mau-Shahganj doubling excluding Indara-Mau",RVNL - I,705779.0,,1178.0,,2217.85,2025-12,FlashReport_December_2025.pdf,,Ministry of Railways,Uttar Pradesh,05/2017,10/2019,12/2025,12/2024,12/2025,2215.0,2215.0,24312.0,24300.0,88.03056027164686,12.0
Railways,16,Janghai-Phaphamau Doubling Rail Line Project,RVNL,705784.0,,357.0,,844.84,2025-12,FlashReport_December_2025.pdf,,Ministry of Railways,Uttar Pradesh,11/2018,03/2020,01/2025,03/2025,01/2025,978.77,978.77,24301.0,24303.0,174.16526610644257,-2.0
Steel,17,Installation of 4th Slab Caster along with its Auxiliaries and a New Ladle Furnace in SMS-II at Rourkela Steel Plant,Steel Authority of India Limited [SAIL],400065.0,,1105.23,,809.53,2025-12,FlashReport_December_2025.pdf,,Ministry of Steel,Odisha,01/2022,02/2022,05/2025,09/2025,,,1105.23,24305.0,24309.0,0.0,-4.0
Energy Storage,1,"Setting up a common user Petroleum Terminal at Jammu, J&K for resitement of existing PSU OMC's Depots from Jammu City",Bharat Petroleum Corporation Limited [BPCL],400235.0,,676.89,,587.36,2026-01,FlashReport_January_2026.pdf,,Ministry of Petroleum & Natural Gas,Jammu and Kashmir,04/2023,04/2023,01/2026,03/2025,01/2026,715.89,715.89,24313.0,24303.0,5.761645171298143,10.0
Transmission & Distribution,2,Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under Phase II- Part C,Power Grid Corporation of India Limited [POWERGRID],611657.0,,2820.99,,2820.99,2026-01,FlashReport_January_2026.pdf,,Ministry of Power,Gujarat,03/2023,03/2023,01/2026,03/2025,01/2026,,2820.99,24313.0,24303.0,0.0,10.0
Railways,3,Third Railway Line between Patratu-Sonnagar [291 kms],RVNL - II,400234.0,,8975.0,,5690.22,2026-01,FlashReport_January_2026.pdf,,Ministry of Railways,"Multi-States (Bihar, Jharkhand)",11/2016,08/2018,02/2026,03/2026,07/2026,8975.0,8975.0,24314.0,24315.0,0.0,-1.0
Waste & Water,1,Jaunpur Sewerage Management Infrastructure Project,Ministry of Housing & Urban Affairs,702948.0,,235.73,,231.62,2026-02,FlashReport_February_2026.pdf,,Ministry of Housing & Urban Affairs,Uttar Pradesh,03/2017,08/2019,03/2026,06/2023,03/2026,231.62,231.62,24315.0,24282.0,-1.7435201289610933,33.0
Oil & Gas,2,Replacement and Extension of Jetty Pipelines [REJP] at KR,Bharat Petroleum Corporation Limited [BPCL],709790.0,,621.87,,220.0,2026-02,FlashReport_February_2026.pdf,,Ministry of Petroleum & Natural Gas,Kerala,03/2023,03/2023,02/2026,03/2026,02/2026,372.0,372.0,24314.0,24315.0,-40.18042356119446,-1.0
Oil & Gas,3,Installation of Independent De- Aromatized Solvents [DAS] production facilities at MR,Bharat Petroleum Corporation Limited [BPCL],709789.0,,405.0,,254.56,2026-02,FlashReport_February_2026.pdf,,Ministry of Petroleum & Natural Gas,Maharashtra,03/2023,03/2023,02/2026,07/2025,02/2026,343.0,343.0,24314.0,24307.0,-15.308641975308642,7.0
Oil & Gas,4,"PP Project, Pata",Gas Authority of India Limited [GAIL],400161.0,,910.56,,1082.0,2026-02,FlashReport_February_2026.pdf,,Ministry of Petroleum & Natural Gas,Uttar Pradesh,03/2019,03/2019,02/2026,01/2024,02/2026,1299.02,1299.02,24314.0,24289.0,42.66165875944474,25.0
Transmission & Distribution,5,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part B1,Power Grid Corporation of India Limited [POWERGRID],611950.0,,2190.54,,2190.54,2026-02,FlashReport_February_2026.pdf,,Ministry of Power,Rajasthan,09/2023,09/2023,03/2026,04/2025,02/2026,,2190.54,24315.0,24304.0,0.0,11.0
Railways,6,Penukonda - Dharmavaram Doubling Project [41.5 Km],South Western Railway [SWR] - II,705789.0,,307.66,,311.28,2026-02,FlashReport_February_2026.pdf,,Ministry of Railways,Andhra Pradesh,06/2018,12/2018,02/2026,03/2026,03/2026,307.66,307.66,24314.0,24315.0,0.0,-1.0
Railways,7,Quadrupling between Gandhidham Adipur with Y connection at Adipur for providing direct entry towards Mundra Port and Bhuj and high level platform at Gopalpur 11Kms,Western Railway [WR] - II,611944.0,,152.44,,120.36,2026-02,FlashReport_February_2026.pdf,,Ministry of Railways,Gujarat,02/2023,02/2023,02/2026,03/2026,01/2026,152.44,152.44,24314.0,24315.0,0.0,-1.0
Railways,8,Trivandrum- Kanyakumari,Southern Railway [SR] - I,705635.0,,1432.0,,2882.55,2026-02,FlashReport_February_2026.pdf,,Ministry of Railways,"Multi-States (Kerala, Tamil Nadu)",08/2017,03/2016,03/2026,03/2025,12/2026,3785.45,3785.45,24315.0,24303.0,164.34706703910612,12.0
Roads & Highways,9,Construction of 2-Laning with hard shoulders of Hayuliang Hawai bypass Road on EPC basis from design Km. 51.825 to Km. 63.131 Existing Km 45.050 of HayuliangHawai road to Hawai Town under SARDP-NE -Balance work Pkg - IV,NHIDCL,618424.0,,256.66,,0.0,2026-02,FlashReport_February_2026.pdf,,Ministry of Road Transport & Highways,Arunachal Pradesh,01/2017,05/2021,05/2023,07/2026,,216.76,216.76,24281.0,24319.0,-15.545858333982714,-38.0
